No.,Time,Source,Destination,Protocol,Length,Info,Source Port,Destination Port
263,6.064809,192.168.178.1,192.168.178.54,DNS,200,Standard query response 0x7f10 HTTPS www.ticketmaster.ie CNAME ticketmaster-intl.map.fastly.net SOA ns1.fastly.net,53,49761
264,6.064809,104.18.130.236,192.168.178.54,TCP,66,"443  >  49768 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1400 SACK_PERM WS=8192",443,49768
266,6.064809,192.168.178.1,192.168.178.54,TCP,66,"53  >  49771 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=32",53,49771
267,6.064809,192.168.178.1,192.168.178.54,TCP,66,"53  >  49772 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=32",53,49772
268,6.065172,192.168.178.54,104.18.130.236,TCP,54,49768  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0,49768,443
269,6.06521,192.168.178.54,192.168.178.1,TCP,54,49771  >  53 [ACK] Seq=1 Ack=1 Win=131328 Len=0,49771,53
270,6.065218,192.168.178.54,192.168.178.1,TCP,54,49772  >  53 [ACK] Seq=1 Ack=1 Win=131328 Len=0,49772,53
271,6.065806,192.168.178.54,199.232.26.87,TCP,66,49773  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,49773,443
272,6.065942,192.168.178.1,192.168.178.54,TCP,54,"53  >  49763 [FIN, ACK] Seq=144 Ack=36 Win=29216 Len=0",53,49763
274,6.065942,192.168.178.1,192.168.178.54,TCP,54,"53  >  49760 [FIN, ACK] Seq=102 Ack=41 Win=29216 Len=0",53,49760
275,6.065942,192.168.178.1,192.168.178.54,TCP,54,"53  >  49762 [FIN, ACK] Seq=102 Ack=36 Win=29216 Len=0",53,49762
276,6.066184,192.168.178.54,192.168.178.1,TCP,56,"49771  >  53 [PSH, ACK] Seq=1 Ack=1 Win=131328 Len=2 [TCP segment of a reassembled PDU]",49771,53
277,6.066202,192.168.178.54,192.168.178.1,TCP,54,49763  >  53 [ACK] Seq=36 Ack=145 Win=131072 Len=0,49763,53
278,6.066202,192.168.178.54,192.168.178.1,TCP,66,49774  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,49774,80
279,6.066227,192.168.178.54,192.168.178.1,DNS,102,Standard query 0x9aa0 A 1362441.collect.igodigital.com,49771,53
280,6.066261,192.168.178.54,192.168.178.1,TCP,54,49762  >  53 [ACK] Seq=36 Ack=103 Win=131072 Len=0,49762,53
282,6.066345,192.168.178.54,192.168.178.1,TCP,54,49760  >  53 [ACK] Seq=41 Ack=103 Win=131072 Len=0,49760,53
284,6.066549,192.168.178.54,192.168.178.1,TCP,66,49775  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,49775,53
285,6.066647,192.168.178.54,104.18.130.236,TLSv1.3,591,Client Hello,49768,443
286,6.066657,192.168.178.54,192.168.178.1,TCP,66,49776  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,49776,53
287,6.066683,192.168.178.54,192.168.178.1,TCP,54,"49761  >  53 [FIN, ACK] Seq=40 Ack=147 Win=131072 Len=0",49761,53
288,6.066815,192.168.178.54,192.168.178.1,TCP,56,"49772  >  53 [PSH, ACK] Seq=1 Ack=1 Win=131328 Len=2 [TCP segment of a reassembled PDU]",49772,53
289,6.066833,192.168.178.54,192.168.178.1,DNS,102,Standard query 0x497d HTTPS 1362441.collect.igodigital.com,49772,53
290,6.067927,192.168.178.1,192.168.178.54,TCP,54,53  >  49771 [ACK] Seq=1 Ack=3 Win=29216 Len=0,53,49771
291,6.067927,192.168.178.1,192.168.178.54,TCP,54,53  >  49771 [ACK] Seq=1 Ack=51 Win=29216 Len=0,53,49771
292,6.067927,192.168.178.1,192.168.178.54,TCP,66,"80  >  49774 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=32",80,49774
293,6.068071,192.168.178.54,192.168.178.1,TCP,54,49774  >  80 [ACK] Seq=1 Ack=1 Win=131328 Len=0,49774,80
294,6.068779,192.168.178.54,34.149.211.227,TLSv1.2,454,Application Data,65451,443
295,6.068901,192.168.178.54,192.168.178.1,HTTP,273,GET /wpad.dat HTTP/1.1 ,49774,80
296,6.068913,192.168.178.1,192.168.178.54,TCP,54,53  >  49772 [ACK] Seq=1 Ack=3 Win=29216 Len=0,53,49772
297,6.068913,192.168.178.1,192.168.178.54,TCP,54,53  >  49772 [ACK] Seq=1 Ack=51 Win=29216 Len=0,53,49772
299,6.068913,192.168.178.1,192.168.178.54,TCP,66,"53  >  49775 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=32",53,49775
300,6.069038,192.168.178.54,192.168.178.1,TCP,54,49775  >  53 [ACK] Seq=1 Ack=1 Win=131328 Len=0,49775,53
302,6.069593,192.168.178.54,192.168.178.1,TCP,56,"49775  >  53 [PSH, ACK] Seq=1 Ack=1 Win=131328 Len=2 [TCP segment of a reassembled PDU]",49775,53
303,6.069604,192.168.178.54,192.168.178.1,DNS,87,Standard query 0x14f9 A se.monetate.net,49775,53
304,6.070453,192.168.178.1,192.168.178.54,TCP,66,"53  >  49776 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=32",53,49776
305,6.070453,192.168.178.1,192.168.178.54,TCP,54,80  >  49774 [ACK] Seq=1 Ack=220 Win=30272 Len=0,80,49774
306,6.07056,192.168.178.54,192.168.178.1,TCP,54,49776  >  53 [ACK] Seq=1 Ack=1 Win=131328 Len=0,49776,53
307,6.071164,192.168.178.54,192.168.178.1,TCP,56,"49776  >  53 [PSH, ACK] Seq=1 Ack=1 Win=131328 Len=2 [TCP segment of a reassembled PDU]",49776,53
308,6.071182,192.168.178.54,192.168.178.1,DNS,87,Standard query 0xcc22 HTTPS se.monetate.net,49776,53
309,6.071444,192.168.178.1,192.168.178.54,TCP,54,53  >  49775 [ACK] Seq=1 Ack=3 Win=29216 Len=0,53,49775
310,6.071444,192.168.178.1,192.168.178.54,TCP,54,53  >  49775 [ACK] Seq=1 Ack=36 Win=29216 Len=0,53,49775
311,6.072738,199.232.26.87,192.168.178.54,TCP,66,"443  >  49773 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1452 SACK_PERM WS=512",443,49773
312,6.072738,192.168.178.1,192.168.178.54,TCP,54,53  >  49776 [ACK] Seq=1 Ack=3 Win=29216 Len=0,53,49776
313,6.072738,192.168.178.1,192.168.178.54,TCP,54,53  >  49776 [ACK] Seq=1 Ack=36 Win=29216 Len=0,53,49776
314,6.072738,192.168.178.1,192.168.178.54,TCP,163,"80  >  49774 [PSH, ACK] Seq=1 Ack=220 Win=30272 Len=109 [TCP segment of a reassembled PDU]",80,49774
315,6.072738,192.168.178.1,192.168.178.54,TCP,1514,80  >  49774 [ACK] Seq=110 Ack=220 Win=30272 Len=1460 [TCP segment of a reassembled PDU],80,49774
316,6.072982,192.168.178.54,199.232.26.87,TCP,54,49773  >  443 [ACK] Seq=1 Ack=1 Win=132096 Len=0,49773,443
317,6.073004,192.168.178.54,192.168.178.1,TCP,54,49774  >  80 [ACK] Seq=220 Ack=1570 Win=131328 Len=0,49774,80
318,6.073312,192.168.178.54,192.168.178.1,TCP,54,"49774  >  80 [FIN, ACK] Seq=220 Ack=1570 Win=131328 Len=0",49774,80
319,6.073861,192.168.178.54,199.232.26.87,TLSv1.2,318,Client Hello,49773,443
320,6.074852,192.168.178.1,192.168.178.54,HTTP,440,HTTP/1.1 400 Bad Request  (text/html),80,49774
321,6.07489,192.168.178.54,192.168.178.1,TCP,54,"49774  >  80 [RST, ACK] Seq=221 Ack=1956 Win=0 Len=0",49774,80
322,6.07599,104.18.130.236,192.168.178.54,TCP,54,443  >  49768 [ACK] Seq=1 Ack=538 Win=57344 Len=0,443,49768
323,6.07599,192.168.178.1,192.168.178.54,DNS,152,Standard query response 0x1e58 A epsf.ticketmaster.ie CNAME ticketmaster2.map.fastly.net A 199.232.26.87,53,49769
324,6.07599,192.168.178.1,192.168.178.54,DNS,197,Standard query response 0x0183 HTTPS epsf.ticketmaster.ie CNAME ticketmaster2.map.fastly.net SOA ns1.fastly.net,53,49770
325,6.076355,192.168.178.54,192.168.178.1,TCP,54,"49769  >  53 [FIN, ACK] Seq=41 Ack=99 Win=131072 Len=0",49769,53
326,6.076429,192.168.178.54,192.168.178.1,TCP,54,"49770  >  53 [FIN, ACK] Seq=41 Ack=144 Win=131072 Len=0",49770,53
327,6.076781,192.168.178.54,192.168.178.1,TCP,66,49777  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,49777,53
328,6.076902,192.168.178.54,192.168.178.1,TCP,66,49778  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,49778,53
329,6.076944,192.168.178.1,192.168.178.54,TCP,54,"53  >  49761 [FIN, ACK] Seq=147 Ack=41 Win=29216 Len=0",53,49761
330,6.077115,192.168.178.54,192.168.178.1,TCP,54,49761  >  53 [ACK] Seq=41 Ack=148 Win=131072 Len=0,49761,53
331,6.078266,192.168.178.1,192.168.178.54,DNS,283,Standard query response 0x9aa0 A 1362441.collect.igodigital.com CNAME nova.collect.igodigital.com CNAME nova-collector-1192479543.us-east-1.elb.amazonaws.com A 52.202.55.90 A 54.145.98.26 A 52.207.156.186 A 34.232.254.207 A 34.230.234.159 A 54.92.198.22,53,49771
332,6.078266,199.232.26.87,192.168.178.54,TCP,54,443  >  49773 [ACK] Seq=1 Ack=265 Win=147456 Len=0,443,49773
333,6.078266,192.168.178.1,192.168.178.54,TCP,66,"53  >  49777 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=32",53,49777
334,6.078266,172.253.116.91,192.168.178.54,TLSv1.2,124,Application Data,443,49399
335,6.078266,192.168.178.1,192.168.178.54,TCP,66,"53  >  49778 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=32",53,49778
336,6.078266,172.253.116.91,192.168.178.54,TLSv1.2,116,Application Data,443,49399
337,6.078266,172.253.116.91,192.168.178.54,TLSv1.2,85,Application Data,443,49399
338,6.078516,192.168.178.54,192.168.178.1,TCP,54,49777  >  53 [ACK] Seq=1 Ack=1 Win=131328 Len=0,49777,53
339,6.078533,192.168.178.54,172.253.116.91,TCP,54,49399  >  443 [ACK] Seq=341 Ack=203 Win=511 Len=0,49399,443
340,6.07854,192.168.178.54,192.168.178.1,TCP,54,49778  >  53 [ACK] Seq=1 Ack=1 Win=131328 Len=0,49778,53
341,6.079105,192.168.178.54,172.253.116.91,TLSv1.2,89,Application Data,49399,443
342,6.079111,192.168.178.54,192.168.178.1,TCP,54,"49771  >  53 [FIN, ACK] Seq=51 Ack=230 Win=131072 Len=0",49771,53
343,6.079115,192.168.178.54,192.168.178.1,TCP,56,"49777  >  53 [PSH, ACK] Seq=1 Ack=1 Win=131328 Len=2 [TCP segment of a reassembled PDU]",49777,53
344,6.079127,192.168.178.54,192.168.178.1,DNS,97,Standard query 0x25d2 A www.googletagservices.com,49777,53
345,6.079268,192.168.178.54,192.168.178.1,TCP,56,"49778  >  53 [PSH, ACK] Seq=1 Ack=1 Win=131328 Len=2 [TCP segment of a reassembled PDU]",49778,53
346,6.079285,192.168.178.54,192.168.178.1,DNS,97,Standard query 0xc175 HTTPS www.googletagservices.com,49778,53
347,6.080555,104.18.130.236,192.168.178.54,TLSv1.3,1506,"Server Hello, Change Cipher Spec",443,49768
348,6.080555,104.18.130.236,192.168.178.54,TLSv1.3,787,Application Data,443,49768
349,6.080555,172.253.116.91,192.168.178.54,TLSv1.2,93,Application Data,443,49399
350,6.080555,192.168.178.1,192.168.178.54,TCP,54,"53  >  49769 [FIN, ACK] Seq=99 Ack=42 Win=29216 Len=0",53,49769
351,6.080555,192.168.178.1,192.168.178.54,TCP,54,"53  >  49770 [FIN, ACK] Seq=144 Ack=42 Win=29216 Len=0",53,49770
352,6.080555,34.149.211.227,192.168.178.54,TCP,54,443  >  65451 [ACK] Seq=1 Ack=401 Win=430 Len=0,443,65451
353,6.080555,199.232.26.87,192.168.178.54,TLSv1.2,1506,Server Hello,443,49773
354,6.080555,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=1453 Ack=265 Win=147456 Len=1452 [TCP segment of a reassembled PDU],443,49773
355,6.080555,199.232.26.87,192.168.178.54,TCP,1506,443  >  49773 [ACK] Seq=2905 Ack=265 Win=147456 Len=1452 [TCP segment of a reassembled PDU],443,49773
356,6.080555,199.232.26.87,192.168.178.54,TLSv1.2,1048,"Certificate, Server Key Exchange, Server Hello Done",443,49773
357,6.080555,192.168.178.1,192.168.178.54,TCP,54,53  >  49777 [ACK] Seq=1 Ack=3 Win=29216 Len=0,53,49777
358,6.080555,192.168.178.1,192.168.178.54,TCP,54,53  >  49777 [ACK] Seq=1 Ack=46 Win=29216 Len=0,53,49777
359,6.080555,192.168.178.1,192.168.178.54,TCP,54,53  >  49778 [ACK] Seq=1 Ack=3 Win=29216 Len=0,53,49778
360,6.080555,192.168.178.1,192.168.178.54,TCP,54,53  >  49778 [ACK] Seq=1 Ack=46 Win=29216 Len=0,53,49778
361,6.080755,192.168.178.54,104.18.130.236,TCP,54,49768  >  443 [ACK] Seq=538 Ack=2186 Win=131584 Len=0,49768,443
362,6.080764,192.168.178.54,172.253.116.91,TLSv1.2,93,Application Data,49399,443
363,6.080784,192.168.178.54,34.149.211.227,TLSv1.2,216,Application Data,65451,443
364,6.080794,192.168.178.54,199.232.26.87,TCP,54,49773  >  443 [ACK] Seq=265 Ack=5351 Win=132096 Len=0,49773,443
365,6.080959,192.168.178.54,192.168.178.1,TCP,54,49769  >  53 [ACK] Seq=42 Ack=100 Win=131072 Len=0,49769,53
366,6.081013,192.168.178.54,192.168.178.1,TCP,54,49770  >  53 [ACK] Seq=42 Ack=145 Win=131072 Len=0,49770,53
367,6.081341,192.168.178.54,104.18.130.236,TLSv1.3,118,"Change Cipher Spec, Application Data",49768,443
368,6.081813,192.168.178.1,192.168.178.54,DNS,163,Standard query response 0x25d2 A www.googletagservices.com A 209.85.202.155 A 209.85.202.157 A 209.85.202.156 A 209.85.202.154,53,49777
369,6.081813,192.168.178.1,192.168.178.54,DNS,156,Standard query response 0xc175 HTTPS www.googletagservices.com SOA ns1.google.com,53,49778
370,6.081813,192.168.178.1,192.168.178.54,DNS,269,Standard query response 0x497d HTTPS 1362441.collect.igodigital.com CNAME nova.collect.igodigital.com CNAME nova-collector-1192479543.us-east-1.elb.amazonaws.com SOA ns-1119.awsdns-11.org,53,49772
371,6.081865,192.168.178.54,34.149.211.227,TLSv1.2,457,Application Data,65446,443
372,6.081957,192.168.178.54,34.149.211.227,TCP,1466,65446  >  443 [ACK] Seq=404 Ack=1 Win=512 Len=1412 [TCP segment of a reassembled PDU],65446,443
373,6.081957,192.168.178.54,34.149.211.227,TCP,1466,65446  >  443 [ACK] Seq=1816 Ack=1 Win=512 Len=1412 [TCP segment of a reassembled PDU],65446,443
374,6.081957,192.168.178.54,34.149.211.227,TCP,1466,65446  >  443 [ACK] Seq=3228 Ack=1 Win=512 Len=1412 [TCP segment of a reassembled PDU],65446,443
375,6.081957,192.168.178.54,34.149.211.227,TCP,1466,65446  >  443 [ACK] Seq=4640 Ack=1 Win=512 Len=1412 [TCP segment of a reassembled PDU],65446,443
376,6.081957,192.168.178.54,34.149.211.227,TCP,1466,65446  >  443 [ACK] Seq=6052 Ack=1 Win=512 Len=1412 [TCP segment of a reassembled PDU],65446,443
377,6.081957,192.168.178.54,34.149.211.227,TLSv1.2,1227,Application Data,65446,443
378,6.082125,192.168.178.54,192.168.178.1,TCP,54,"49778  >  53 [FIN, ACK] Seq=46 Ack=103 Win=131072 Len=0",49778,53
379,6.0822,192.168.178.54,192.168.178.1,TCP,54,"49772  >  53 [FIN, ACK] Seq=51 Ack=216 Win=131072 Len=0",49772,53
380,6.082484,192.168.178.54,192.168.178.1,TCP,66,49779  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,49779,53
381,6.082607,192.168.178.54,192.168.178.1,TCP,66,49780  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,49780,53
382,6.082947,192.168.178.1,192.168.178.54,TCP,54,"53  >  49771 [FIN, ACK] Seq=230 Ack=52 Win=29216 Len=0",53,49771
383,6.0832,192.168.178.54,192.168.178.1,TCP,54,49771  >  53 [ACK] Seq=52 Ack=231 Win=131072 Len=0,49771,53
384,6.084875,192.168.178.1,192.168.178.54,TCP,66,"53  >  49779 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=32",53,49779
385,6.084875,192.168.178.1,192.168.178.54,TCP,66,"53  >  49780 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=32",53,49780
386,6.084875,192.168.178.1,192.168.178.54,TCP,54,"53  >  49778 [FIN, ACK] Seq=103 Ack=47 Win=29216 Len=0",53,49778
387,6.085091,192.168.178.54,192.168.178.1,TCP,54,49779  >  53 [ACK] Seq=1 Ack=1 Win=131328 Len=0,49779,53
388,6.085114,192.168.178.54,192.168.178.1,TCP,54,49780  >  53 [ACK] Seq=1 Ack=1 Win=131328 Len=0,49780,53
389,6.085255,192.168.178.54,192.168.178.1,TCP,54,49778  >  53 [ACK] Seq=47 Ack=104 Win=131072 Len=0,49778,53
390,6.085773,192.168.178.54,192.168.178.1,TCP,56,"49779  >  53 [PSH, ACK] Seq=1 Ack=1 Win=131328 Len=2 [TCP segment of a reassembled PDU]",49779,53
391,6.085789,192.168.178.54,192.168.178.1,TCP,56,"49780  >  53 [PSH, ACK] Seq=1 Ack=1 Win=131328 Len=2 [TCP segment of a reassembled PDU]",49780,53
392,6.085795,192.168.178.54,192.168.178.1,DNS,89,Standard query 0x5362 A cdn.permutive.com,49779,53
393,6.085811,192.168.178.54,192.168.178.1,DNS,89,Standard query 0xfd8c HTTPS cdn.permutive.com,49780,53
394,6.085871,192.168.178.1,192.168.178.54,TCP,54,"53  >  49772 [FIN, ACK] Seq=216 Ack=52 Win=29216 Len=0",53,49772
395,6.085871,167.235.124.60,192.168.178.54,TCP,54,443  >  49649 [ACK] Seq=26 Ack=2 Win=165 Len=0,443,49649
396,6.085871,167.235.124.60,192.168.178.54,TCP,54,443  >  49650 [ACK] Seq=26 Ack=2 Win=165 Len=0,443,49650
397,6.085871,167.235.124.60,192.168.178.54,TCP,54,443  >  49644 [ACK] Seq=26 Ack=2 Win=165 Len=0,443,49644
398,6.085871,34.149.211.227,192.168.178.54,TCP,54,443  >  65451 [ACK] Seq=1 Ack=563 Win=441 Len=0,443,65451
399,6.085931,192.168.178.54,167.235.124.60,TCP,54,49649  >  443 [RST] Seq=2 Win=0 Len=0,49649,443
400,6.085947,192.168.178.54,167.235.124.60,TCP,54,49650  >  443 [RST] Seq=2 Win=0 Len=0,49650,443
401,6.085955,192.168.178.54,167.235.124.60,TCP,54,49644  >  443 [RST] Seq=2 Win=0 Len=0,49644,443
402,6.086101,192.168.178.54,192.168.178.1,TCP,54,49772  >  53 [ACK] Seq=52 Ack=217 Win=131072 Len=0,49772,53
403,6.087178,172.253.116.91,192.168.178.54,TCP,54,443  >  49399 [ACK] Seq=242 Ack=415 Win=297 Len=0,443,49399
404,6.087178,192.168.178.1,192.168.178.54,TCP,54,53  >  49779 [ACK] Seq=1 Ack=3 Win=29216 Len=0,53,49779
405,6.087178,192.168.178.1,192.168.178.54,TCP,54,53  >  49780 [ACK] Seq=1 Ack=3 Win=29216 Len=0,53,49780
406,6.087178,192.168.178.1,192.168.178.54,TCP,54,53  >  49780 [ACK] Seq=1 Ack=38 Win=29216 Len=0,53,49780
407,6.087178,192.168.178.1,192.168.178.54,TCP,54,53  >  49779 [ACK] Seq=1 Ack=38 Win=29216 Len=0,53,49779
408,6.088303,192.168.178.1,192.168.178.54,DNS,123,Standard query response 0x5362 A cdn.permutive.com A 104.17.118.17 A 104.17.119.17,53,49779
409,6.088303,192.168.178.1,192.168.178.54,DNS,161,Standard query response 0xfd8c HTTPS cdn.permutive.com HTTPS,53,49780
410,6.088303,34.149.211.227,192.168.178.54,TCP,54,443  >  65446 [ACK] Seq=1 Ack=1816 Win=405 Len=0,443,65446
411,6.088303,34.149.211.227,192.168.178.54,TCP,54,443  >  65446 [ACK] Seq=1 Ack=4640 Win=427 Len=0,443,65446
412,6.088303,34.149.211.227,192.168.178.54,TCP,54,443  >  65446 [ACK] Seq=1 Ack=7464 Win=449 Len=0,443,65446
413,6.088646,192.168.178.54,192.168.178.1,TCP,54,"49779  >  53 [FIN, ACK] Seq=38 Ack=70 Win=131328 Len=0",49779,53
414,6.088746,192.168.178.54,192.168.178.1,TCP,54,"49780  >  53 [FIN, ACK] Seq=38 Ack=108 Win=131072 Len=0",49780,53
415,6.089192,192.168.178.54,192.168.178.1,TCP,66,49781  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,49781,53
416,6.089331,192.168.178.54,192.168.178.1,TCP,66,49782  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,49782,53
417,6.089381,104.18.130.236,192.168.178.54,TLSv1.3,566,"Application Data, Application Data",443,49768
418,6.090611,192.168.178.1,192.168.178.54,TCP,54,"53  >  49779 [FIN, ACK] Seq=70 Ack=39 Win=29216 Len=0",53,49779
419,6.090611,192.168.178.1,192.168.178.54,TCP,66,"53  >  49781 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=32",53,49781
420,6.090611,192.168.178.1,192.168.178.54,TCP,66,"53  >  49782 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=32",53,49782
421,6.090611,192.168.178.1,192.168.178.54,TCP,54,"53  >  49780 [FIN, ACK] Seq=108 Ack=39 Win=29216 Len=0",53,49780
422,6.090839,192.168.178.54,192.168.178.1,TCP,54,49779  >  53 [ACK] Seq=39 Ack=71 Win=131328 Len=0,49779,53
423,6.090863,192.168.178.54,192.168.178.1,TCP,54,49781  >  53 [ACK] Seq=1 Ack=1 Win=131328 Len=0,49781,53
424,6.090884,192.168.178.54,192.168.178.1,TCP,54,49782  >  53 [ACK] Seq=1 Ack=1 Win=131328 Len=0,49782,53
425,6.090974,192.168.178.54,209.85.202.95,TCP,54,49342  >  443 [ACK] Seq=215 Ack=40 Win=508 Len=0,49342,443
426,6.091029,192.168.178.54,192.168.178.1,TCP,54,49780  >  53 [ACK] Seq=39 Ack=109 Win=131072 Len=0,49780,53
427,6.091459,192.168.178.54,192.168.178.1,TCP,56,"49782  >  53 [PSH, ACK] Seq=1 Ack=1 Win=131328 Len=2 [TCP segment of a reassembled PDU]",49782,53
428,6.091476,192.168.178.54,192.168.178.1,DNS,102,Standard query 0xc2a9 HTTPS securepubads.g.doubleclick.net,49782,53
429,6.092771,34.149.211.227,192.168.178.54,TCP,54,443  >  65446 [ACK] Seq=1 Ack=8637 Win=460 Len=0,443,65446
430,6.092771,192.168.178.1,192.168.178.54,TCP,54,53  >  49782 [ACK] Seq=1 Ack=3 Win=29216 Len=0,53,49782
431,6.092771,192.168.178.1,192.168.178.54,TCP,54,53  >  49782 [ACK] Seq=1 Ack=51 Win=29216 Len=0,53,49782
432,6.093895,192.168.178.1,192.168.178.54,DNS,193,Standard query response 0xc2a9 HTTPS securepubads.g.doubleclick.net CNAME securepubads46.g.doubleclick.net SOA ns1.google.com,53,49782
433,6.094272,192.168.178.54,192.168.178.1,TCP,54,"49782  >  53 [FIN, ACK] Seq=51 Ack=140 Win=131072 Len=0",49782,53
436,6.096314,209.85.202.95,192.168.178.54,TLSv1.2,128,Application Data,443,49342
437,6.096314,209.85.202.95,192.168.178.54,TLSv1.2,485,Application Data,443,49342
438,6.096314,209.85.202.95,192.168.178.54,TLSv1.2,136,Application Data,443,49342
439,6.096314,209.85.202.95,192.168.178.54,TLSv1.2,93,Application Data,443,49342
440,6.096375,192.168.178.54,209.85.202.95,TCP,54,49342  >  443 [ACK] Seq=215 Ack=666 Win=512 Len=0,49342,443
441,6.096873,192.168.178.54,209.85.202.95,TLSv1.2,89,Application Data,49342,443
442,6.096926,192.168.178.54,209.85.202.95,TLSv1.2,93,Application Data,49342,443
443,6.097624,192.168.178.1,192.168.178.54,TCP,54,"53  >  49782 [FIN, ACK] Seq=140 Ack=52 Win=29216 Len=0",53,49782
444,6.097878,192.168.178.54,192.168.178.1,TCP,54,49782  >  53 [ACK] Seq=52 Ack=141 Win=131072 Len=0,49782,53
447,6.10142,192.168.178.54,199.232.26.133,TCP,66,49783  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,49783,80
448,6.102102,209.85.202.95,192.168.178.54,TCP,54,443  >  49342 [ACK] Seq=666 Ack=250 Win=303 Len=0,443,49342
449,6.102102,34.149.211.227,192.168.178.54,TLSv1.2,418,Application Data,443,65451
450,6.102102,209.85.202.95,192.168.178.54,TCP,54,443  >  49342 [ACK] Seq=666 Ack=289 Win=303 Len=0,443,49342
451,6.102102,34.149.211.227,192.168.178.54,TLSv1.2,449,Application Data,443,65446
452,6.106266,199.232.26.133,192.168.178.54,TCP,66,"80  >  49783 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1452 SACK_PERM WS=512",80,49783
453,6.106388,192.168.178.54,199.232.26.133,TCP,54,49783  >  80 [ACK] Seq=1 Ack=1 Win=132096 Len=0,49783,80
454,6.106502,192.168.178.54,199.232.26.133,HTTP,314,GET /ca/gsatlasr3dvtlsca2023q4/MFEwTzBNMEswSTAJBgUrDgMCGgUABBRbZGYRA67ySUGCg8x0HVprRiRlEwQUqhFxj5XEWJiLsW4PO1BoJLy4GbwCEAH7A3wJDjSW0NTPKr9xnNk%3D HTTP/1.1 ,49783,80
455,6.111825,199.232.26.133,192.168.178.54,TCP,54,80  >  49783 [ACK] Seq=1 Ack=261 Win=147456 Len=0,80,49783
456,6.112968,199.232.26.133,192.168.178.54,TCP,1506,80  >  49783 [ACK] Seq=1 Ack=261 Win=147456 Len=1452 [TCP segment of a reassembled PDU],80,49783
457,6.112968,199.232.26.133,192.168.178.54,OCSP,563,Response,80,49783
458,6.113007,192.168.178.54,199.232.26.133,TCP,54,49783  >  80 [ACK] Seq=261 Ack=1962 Win=132096 Len=0,49783,80
459,6.117194,104.17.107.108,192.168.178.54,TLSv1.2,469,Application Data,443,65168
460,6.117346,192.168.178.54,104.17.107.108,TLSv1.2,404,Application Data,65168,443
461,6.11755,192.168.178.54,192.168.178.1,TCP,56,"49781  >  53 [PSH, ACK] Seq=1 Ack=1 Win=131328 Len=2 [TCP segment of a reassembled PDU]",49781,53
